gridSize.x,gridSize.y,numberOfEndCondition,numberOfRounds,inicialNumberOfGimbaza,inicialNumberOfLicbaza,inicialNumberOfUczelnia,inicialNumberOfPiwo,inicialNumberOfEgzamin,inicialNumberOfPodbus,inicialNumberOfGimbus,inicialNumberOfPatus,inicialNumberOfLicbus,inicialNumberStudent,inicialNumberOfDebil,finNumberOfPodbus,finNumberOfGimbus,finNumberOfPatus,finNumberOfLicbus,finNumberStudent,finNumberOfDebil,finNumberOfPiwo,finNumberOfEgzamin
100,100,1,527,3,2,1,0, 0, 300,0,0,0,0,0,26,16,68,55,1,0,712,385
100,100,5,600,3,2,1,0, 0, 300,0,0,0,0,0,14,21,33,119,0,0,571,736
100,100,5,600,3,2,1,0, 0, 300,0,0,0,0,0,20,13,75,61,0,0,722,541
100,100,1,441,3,2,1,0, 0, 300,0,0,0,0,0,35,24,75,35,1,0,662,171
100,100,5,600,3,2,1,0, 0, 300,0,0,0,0,0,14,16,124,22,0,0,1138,145
100,100,5,600,3,2,1,0, 0, 300,0,0,0,0,0,21,13,54,87,0,0,565,655
100,100,5,600,3,2,1,0, 0, 300,0,0,0,0,0,11,18,100,31,0,0,1109,127
100,100,1,511,3,2,1,0, 0, 300,0,0,0,0,0,24,15,29,106,1,0,378,711
100,100,5,600,3,2,1,0, 0, 300,0,0,0,0,0,15,18,75,40,0,0,778,287
100,100,1,241,3,2,1,0, 0, 300,0,0,0,0,0,83,23,82,25,1,0,526,85
100,100,5,600,3,2,1,0, 0, 300,0,0,0,0,0,15,24,85,36,0,0,835,206
100,100,5,600,3,2,1,0, 0, 300,0,0,0,0,0,15,21,32,94,0,0,478,696
100,100,1,399,3,2,1,0, 0, 300,0,0,0,0,0,61,24,64,48,1,0,610,211
100,100,1,513,3,2,1,0, 0, 300,0,0,0,0,0,25,17,110,31,1,0,934,176
100,100,1,233,3,2,1,0, 0, 300,0,0,0,0,0,100,26,77,8,3,0,469,35
100,100,5,600,3,2,1,0, 0, 300,0,0,0,0,0,12,12,62,68,0,0,801,434
100,100,5,600,3,2,1,0, 0, 300,0,0,0,0,0,18,17,78,61,0,0,766,449
100,100,5,600,3,2,1,0, 0, 300,0,0,0,0,0,23,17,132,10,0,0,1211,36
100,100,5,600,3,2,1,0, 0, 300,0,0,0,0,0,16,10,55,71,0,0,736,533
100,100,1,326,3,2,1,0, 0, 300,0,0,0,0,0,71,28,95,29,1,0,709,114
100,100,1,524,3,2,1,0, 0, 400,0,0,0,0,0,41,13,120,47,1,0,901,270
100,100,5,600,3,2,1,0, 0, 400,0,0,0,0,0,28,19,75,109,0,0,683,551
100,100,1,372,3,2,1,0, 0, 400,0,0,0,0,0,79,20,108,43,1,0,752,133
100,100,5,600,3,2,1,0, 0, 400,0,0,0,0,0,36,19,69,110,0,0,710,539
100,100,1,246,3,2,1,0, 0, 400,0,0,0,0,0,138,25,125,5,1,0,670,15
100,100,1,549,3,2,1,0, 0, 400,0,0,0,0,0,42,25,38,131,1,0,384,799
100,100,1,443,3,2,1,0, 0, 400,0,0,0,0,0,49,18,79,96,1,0,673,447
100,100,1,500,3,2,1,0, 0, 400,0,0,0,0,0,43,21,69,100,1,0,643,519
100,100,1,372,3,2,1,0, 0, 400,0,0,0,0,0,70,22,65,71,1,0,517,286
100,100,1,187,3,2,1,0, 0, 400,0,0,0,0,0,176,24,90,3,1,0,411,11
100,100,1,332,3,2,1,0, 0, 400,0,0,0,0,0,92,26,129,11,1,1,724,71
100,100,1,314,3,2,1,0, 0, 400,0,0,0,0,0,121,21,82,65,2,0,516,236
100,100,5,600,3,2,1,0, 0, 400,0,0,0,0,0,28,23,133,49,0,0,979,242
100,100,5,600,3,2,1,0, 0, 400,0,0,0,0,0,33,14,100,60,0,0,901,272
100,100,5,600,3,2,1,0, 0, 400,0,0,0,0,0,30,28,80,99,0,0,725,455
100,100,1,119,3,2,1,0, 0, 400,0,0,0,0,0,239,22,71,1,1,0,248,4
100,100,5,600,3,2,1,0, 0, 400,0,0,0,0,0,24,10,90,103,0,0,795,501
100,100,5,600,3,2,1,0, 0, 400,0,0,0,0,0,33,21,109,71,0,0,894,317
100,100,1,532,3,2,1,0, 0, 400,0,0,0,0,0,40,21,52,132,1,0,508,629
100,100,1,289,3,2,1,0, 0, 400,0,0,0,0,0,115,25,101,42,1,0,461,150
100,100,1,512,3,2,1,0, 0, 400,0,0,0,0,0,43,20,170,21,1,0,1139,31
100,100,5,600,3,2,1,0, 0, 400,0,0,0,0,0,20,18,125,45,0,0,976,255
100,100,5,600,3,2,1,0, 0, 400,0,0,0,0,0,33,16,120,65,0,0,968,307
100,100,1,389,3,2,1,0, 0, 400,0,0,0,0,0,74,22,102,38,1,1,702,163
100,100,1,488,3,2,1,0, 0, 400,0,0,0,0,0,34,24,23,153,1,0,261,870
100,100,1,579,3,2,1,0, 0, 400,0,0,0,0,0,30,20,85,86,1,0,769,410
100,100,1,311,3,2,1,0, 0, 400,0,0,0,0,0,98,31,99,9,1,0,578,43
100,100,1,538,3,2,1,0, 0, 400,0,0,0,0,0,40,23,89,94,1,0,652,487
100,100,1,481,3,2,1,0, 0, 400,0,0,0,0,0,47,21,102,77,1,0,691,388
100,100,1,544,3,2,1,0, 0, 400,0,0,0,0,0,29,26,95,56,1,0,873,225
100,100,1,428,3,2,1,0, 0, 400,0,0,0,0,0,67,24,111,33,1,0,770,114
100,100,5,600,3,2,1,0, 0, 400,0,0,0,0,0,33,13,77,92,0,0,680,591
100,100,1,422,3,2,1,0, 0, 400,0,0,0,0,0,49,24,82,91,1,0,668,417
100,100,1,435,3,2,1,0, 0, 400,0,0,0,0,0,43,24,120,40,1,0,885,221
100,100,1,543,3,2,1,0, 0, 400,0,0,0,0,0,31,19,97,87,1,0,757,442
100,100,5,600,3,2,1,0, 0, 400,0,0,0,0,0,27,22,77,109,0,0,598,515
100,100,1,309,3,2,1,0, 0, 400,0,0,0,0,0,94,24,101,37,2,0,557,165
100,100,1,388,3,2,1,0, 0, 400,0,0,0,0,0,69,18,93,64,1,0,584,328
100,100,1,262,3,2,1,0, 0, 400,0,0,0,0,0,139,20,124,17,1,0,632,44
100,100,5,600,3,2,1,0, 0, 400,0,0,0,0,0,27,22,14,179,0,0,157,1081
100,100,1,433,3,2,1,0, 0, 400,0,0,0,0,0,51,17,130,48,1,0,835,194
100,100,5,600,3,2,1,0, 0, 400,0,0,0,0,0,37,17,20,157,0,0,330,806
100,100,1,279,3,2,1,0, 0, 400,0,0,0,0,0,131,31,97,13,2,0,573,51
100,100,5,600,3,2,1,0, 0, 400,0,0,0,0,0,34,19,99,56,0,0,903,272
100,100,1,201,3,2,1,0, 0, 400,0,0,0,0,0,162,23,81,28,1,0,384,106
100,100,1,348,3,2,1,0, 0, 400,0,0,0,0,0,73,15,107,48,1,0,688,236
100,100,1,557,3,2,1,0, 0, 400,0,0,0,0,0,42,22,86,84,1,0,776,353
100,100,1,369,3,2,1,0, 0, 400,0,0,0,0,0,86,25,81,58,1,0,565,244
100,100,1,282,3,2,1,0, 0, 400,0,0,0,0,0,102,29,87,51,1,0,521,171
100,100,5,600,3,2,1,0, 0, 400,0,0,0,0,0,21,22,158,9,0,0,1258,43
100,100,1,389,3,2,1,0, 0, 500,0,0,0,0,0,94,24,79,100,1,0,549,394
100,100,1,565,3,2,1,0, 0, 500,0,0,0,0,0,39,25,85,108,1,1,653,561
100,100,5,600,3,2,1,0, 0, 500,0,0,0,0,0,42,21,112,111,0,0,777,428
100,100,1,403,3,2,1,0, 0, 500,0,0,0,0,0,78,20,132,80,2,0,659,370
100,100,1,543,3,2,1,0, 0, 500,0,0,0,0,0,52,18,28,214,1,0,274,921
100,100,5,600,3,2,1,0, 0, 500,0,0,0,0,0,36,19,122,122,0,0,838,470
100,100,1,425,3,2,1,0, 0, 500,0,0,0,0,0,74,21,101,89,1,0,596,341
100,100,5,600,3,2,1,0, 0, 500,0,0,0,0,0,38,23,53,147,0,0,518,680
100,100,5,600,3,2,1,0, 0, 500,0,0,0,0,0,50,16,123,117,0,0,853,481
100,100,5,600,3,2,1,0, 0, 500,0,0,0,0,0,47,25,124,81,0,0,714,433
100,100,1,202,3,2,1,0, 0, 500,0,0,0,0,0,193,25,124,23,1,0,522,50
100,100,1,445,3,2,1,0, 0, 500,0,0,0,0,0,74,21,189,40,1,0,1010,99
100,100,1,189,3,2,1,0, 0, 500,0,0,0,0,0,238,22,89,23,2,0,349,66
100,100,5,600,3,2,1,0, 0, 500,0,0,0,0,0,33,22,81,133,0,0,628,556
100,100,1,492,3,2,1,0, 0, 500,0,0,0,0,0,65,22,32,181,1,0,326,693
100,100,1,214,3,2,1,0, 0, 500,0,0,0,0,0,191,27,125,27,1,0,510,81
100,100,5,600,3,2,1,0, 0, 500,0,0,0,0,0,40,19,80,154,0,0,469,801
100,100,1,519,3,2,1,0, 0, 500,0,0,0,0,0,52,21,181,42,1,0,958,196
100,100,5,600,3,2,1,0, 0, 500,0,0,0,0,0,28,23,54,172,0,0,507,771
100,100,5,600,3,2,1,0, 0, 500,0,0,0,0,0,48,18,40,155,0,0,456,739
100,100,5,600,3,2,1,0, 0, 500,0,0,0,0,0,32,17,77,148,0,0,621,734
100,100,1,556,3,2,1,0, 0, 500,0,0,0,0,0,36,22,96,122,1,0,603,672
100,100,5,600,3,2,1,0, 0, 500,0,0,0,0,0,44,19,59,161,0,0,458,752
100,100,1,340,3,2,1,0, 0, 500,0,0,0,0,0,103,24,96,78,1,0,532,242
100,100,1,280,3,2,1,0, 0, 500,0,0,0,0,0,146,26,140,33,1,0,678,115
100,100,1,366,3,2,1,0, 0, 500,0,0,0,0,0,102,27,145,21,1,0,800,66
100,100,1,585,3,2,1,0, 0, 500,0,0,0,0,0,29,23,121,85,1,0,846,433
100,100,1,363,3,2,1,0, 0, 500,0,0,0,0,0,104,29,110,82,1,0,587,349
100,100,1,571,3,2,1,0, 0, 500,0,0,0,0,0,28,25,86,136,1,0,503,714
100,100,5,600,3,2,1,0, 0, 500,0,0,0,0,0,44,18,98,113,0,0,707,461
100,100,1,355,3,2,1,0, 0, 500,0,0,0,0,0,101,27,116,59,1,0,556,261
100,100,1,585,3,2,1,0, 0, 500,0,0,0,0,0,34,22,84,123,1,0,767,483
100,100,1,525,3,2,1,0, 0, 500,0,0,0,0,0,40,21,40,177,1,0,400,808
100,100,1,456,3,2,1,0, 0, 500,0,0,0,0,0,57,21,58,134,1,0,424,620
100,100,1,286,3,2,1,0, 0, 500,0,0,0,0,0,152,24,112,39,1,0,533,156
100,100,5,600,3,2,1,0, 0, 500,0,0,0,0,0,36,16,119,117,0,0,877,445
100,100,1,111,3,2,1,0, 0, 500,0,0,0,0,0,316,20,88,4,2,0,247,4
100,100,1,336,3,2,1,0, 0, 500,0,0,0,0,0,123,20,114,69,2,0,566,257
100,100,1,596,3,2,1,0, 0, 500,0,0,0,0,0,35,15,34,198,1,0,348,918
100,100,1,199,3,2,1,0, 0, 500,0,0,0,0,0,231,27,106,13,1,0,433,17
100,100,1,388,3,2,1,0, 0, 500,0,0,0,0,0,92,27,126,75,1,1,709,319
100,100,1,349,3,2,1,0, 0, 500,0,0,0,0,0,113,30,165,25,1,0,815,76
100,100,1,440,3,2,1,0, 0, 500,0,0,0,0,0,56,22,110,85,1,0,726,339
100,100,1,443,3,2,1,0, 0, 500,0,0,0,0,0,81,22,133,80,1,0,725,340
100,100,1,499,3,2,1,0, 0, 500,0,0,0,0,0,48,26,127,66,1,0,824,243
100,100,5,600,3,2,1,0, 0, 500,0,0,0,0,0,27,27,103,149,0,0,690,635
100,100,5,600,3,2,1,0, 0, 500,0,0,0,0,0,31,21,42,164,0,0,342,879
100,100,5,600,3,2,1,0, 0, 500,0,0,0,0,0,39,16,177,72,0,0,1020,278
100,100,1,138,3,2,1,0, 0, 500,0,0,0,0,0,273,26,116,6,1,0,390,7
100,100,1,239,3,2,1,0, 0, 500,0,0,0,0,0,189,29,134,18,1,1,573,36
100,100,5,600,3,2,1,0, 0, 600,0,0,0,0,0,44,16,88,204,0,0,615,721
100,100,5,600,3,2,1,0, 0, 600,0,0,0,0,0,43,20,231,27,0,0,1191,86
100,100,1,506,3,2,1,0, 0, 600,0,0,0,0,0,74,22,35,206,1,0,327,762
100,100,1,348,3,2,1,0, 0, 600,0,0,0,0,0,137,27,94,132,1,0,410,460
100,100,1,483,3,2,1,0, 0, 600,0,0,0,0,0,73,16,57,210,1,0,340,785
100,100,1,337,3,2,1,0, 0, 600,0,0,0,0,0,126,31,95,121,1,0,462,478
100,100,1,183,3,2,1,0, 0, 600,0,0,0,0,0,286,29,130,2,1,0,415,0
100,100,1,397,3,2,1,0, 0, 600,0,0,0,0,0,121,31,163,74,2,0,741,192
100,100,1,298,3,2,1,0, 0, 600,0,0,0,0,0,184,29,201,7,1,0,705,24
100,100,1,229,3,2,1,0, 0, 600,0,0,0,0,0,238,24,159,14,1,0,540,13
100,100,1,502,3,2,1,0, 0, 600,0,0,0,0,0,77,24,83,171,1,0,507,593
100,100,1,446,3,2,1,0, 0, 600,0,0,0,0,0,93,27,111,130,1,0,605,431
100,100,1,429,3,2,1,0, 0, 600,0,0,0,0,0,92,20,166,77,1,0,740,252
100,100,1,545,3,2,1,0, 0, 600,0,0,0,0,0,59,23,35,222,1,0,318,851
100,100,5,600,3,2,1,0, 0, 600,0,0,0,0,0,36,21,77,196,0,0,447,825
100,100,1,527,3,2,1,0, 0, 600,0,0,0,0,0,63,25,19,302,1,0,138,1105
100,100,1,424,3,2,1,0, 0, 600,0,0,0,0,0,88,24,133,120,1,0,672,427
100,100,5,600,3,2,1,0, 0, 600,0,0,0,0,0,46,24,34,246,0,0,270,957
100,100,1,309,3,2,1,0, 0, 600,0,0,0,0,0,157,23,148,55,1,0,634,140
100,100,5,600,3,2,1,0, 0, 600,0,0,0,0,0,47,29,129,131,0,0,811,495
100,100,1,200,3,2,1,0, 0, 600,0,0,0,0,0,269,29,138,23,1,0,451,52
100,100,1,299,3,2,1,0, 0, 600,0,0,0,0,0,164,22,171,34,1,0,695,115
100,100,1,593,3,2,1,0, 0, 600,0,0,0,0,0,42,22,33,241,1,0,204,1100
100,100,1,574,3,2,1,0, 0, 600,0,0,0,0,0,50,22,77,148,2,0,593,585
100,100,1,332,3,2,1,0, 0, 600,0,0,0,0,0,146,23,187,35,1,0,739,121
100,100,1,448,3,2,1,0, 0, 600,0,0,0,0,0,87,16,134,108,1,0,622,374
100,100,1,350,3,2,1,0, 0, 600,0,0,0,0,0,147,18,98,139,3,0,452,355
100,100,1,584,3,2,1,0, 0, 600,0,0,0,0,0,52,22,58,210,1,0,347,823
100,100,1,495,3,2,1,0, 0, 600,0,0,0,0,0,83,20,89,167,1,0,395,693
100,100,1,490,3,2,1,0, 0, 600,0,0,0,0,0,63,27,104,140,1,0,468,687
100,100,1,431,3,2,1,0, 0, 600,0,0,0,0,0,118,28,171,68,1,0,779,171
100,100,1,595,3,2,1,0, 0, 600,0,0,0,0,0,53,20,74,230,1,0,409,847
100,100,1,509,3,2,1,0, 0, 600,0,0,0,0,0,53,16,34,215,1,0,288,846
100,100,5,600,3,2,1,0, 0, 600,0,0,0,0,0,53,16,37,226,0,0,314,1060
100,100,1,253,3,2,1,0, 0, 600,0,0,0,0,0,193,29,126,59,1,0,506,167
100,100,5,600,3,2,1,0, 0, 600,0,0,0,0,0,40,19,27,223,0,0,229,1037
100,100,1,387,3,2,1,0, 0, 600,0,0,0,0,0,121,25,106,114,1,0,544,377
100,100,1,523,3,2,1,0, 0, 600,0,0,0,0,0,57,23,249,32,1,0,1041,140
100,100,1,263,3,2,1,0, 0, 600,0,0,0,0,0,223,21,111,43,1,0,445,117
100,100,1,519,3,2,1,0, 0, 600,0,0,0,0,0,51,27,94,197,1,0,560,648
100,100,5,600,3,2,1,0, 0, 600,0,0,0,0,0,44,17,27,248,0,0,238,1000
100,100,1,461,3,2,1,0, 0, 600,0,0,0,0,0,81,28,171,57,1,0,863,170
100,100,1,386,3,2,1,0, 0, 600,0,0,0,0,0,105,23,124,118,2,0,598,410
100,100,5,600,3,2,1,0, 0, 600,0,0,0,0,0,52,22,73,155,0,0,468,745
100,100,1,575,3,2,1,0, 0, 600,0,0,0,0,0,48,22,67,195,1,0,410,768
100,100,1,476,3,2,1,0, 0, 600,0,0,0,0,0,71,22,94,174,1,0,627,584
100,100,1,339,3,2,1,0, 0, 600,0,0,0,0,0,173,28,91,101,1,0,437,352
100,100,1,275,3,2,1,0, 0, 600,0,0,0,0,0,173,27,136,55,1,0,559,168
100,100,5,600,3,2,1,0, 0, 600,0,0,0,0,0,63,16,69,209,0,0,388,845
100,100,1,345,3,2,1,0, 0, 600,0,0,0,0,0,140,24,172,73,1,0,657,186
100,100,5,600,3,2,1,0, 0, 700,0,0,0,0,0,53,21,174,166,0,0,855,453
100,100,1,372,3,2,1,0, 0, 700,0,0,0,0,0,162,21,168,81,1,0,642,269
100,100,5,600,3,2,1,0, 0, 700,0,0,0,0,0,54,18,49,297,0,0,397,923
100,100,1,199,3,2,1,0, 0, 700,0,0,0,0,0,303,28,176,15,1,0,465,37
100,100,1,365,3,2,1,0, 0, 700,0,0,0,0,0,168,27,197,41,1,0,727,93
100,100,1,305,3,2,1,0, 0, 700,0,0,0,0,0,211,20,153,76,1,0,565,218
100,100,1,511,3,2,1,0, 0, 700,0,0,0,0,0,87,25,107,183,1,0,520,589
100,100,1,232,3,2,1,0, 0, 700,0,0,0,0,0,262,32,192,7,1,0,571,18
100,100,1,308,3,2,1,0, 0, 700,0,0,0,0,0,174,28,114,150,1,0,479,373
100,100,1,347,3,2,1,0, 0, 700,0,0,0,0,0,158,22,130,139,1,0,544,363
100,100,1,460,3,2,1,0, 0, 700,0,0,0,0,0,99,23,49,249,2,0,282,846
100,100,1,559,3,2,1,0, 0, 700,0,0,0,0,0,63,19,57,276,1,0,367,907
100,100,5,600,3,2,1,0, 0, 700,0,0,0,0,0,58,29,59,263,0,0,394,849
100,100,1,326,3,2,1,0, 0, 700,0,0,0,0,0,178,35,183,61,1,0,655,169
100,100,1,149,3,2,1,0, 0, 700,0,0,0,0,0,386,33,144,4,1,0,389,4
100,100,1,367,3,2,1,0, 0, 700,0,0,0,0,0,162,26,126,146,1,0,490,406
100,100,1,87,3,2,1,0, 0, 700,0,0,0,0,0,487,22,94,0,1,0,216,0
100,100,5,600,3,2,1,0, 0, 700,0,0,0,0,0,62,18,185,130,0,0,826,410
100,100,5,600,3,2,1,0, 0, 700,0,0,0,0,0,65,16,21,265,0,1,294,932
100,100,5,600,3,2,1,0, 0, 700,0,0,0,0,0,44,30,47,246,0,0,279,969
100,100,5,600,3,2,1,0, 0, 700,0,0,0,0,0,51,26,28,311,0,0,275,1022
100,100,1,176,3,2,1,0, 0, 700,0,0,0,0,0,332,30,149,16,1,0,451,29
100,100,1,543,3,2,1,0, 0, 700,0,0,0,0,0,81,22,108,221,1,0,633,647
100,100,1,477,3,2,1,0, 0, 700,0,0,0,0,0,121,20,111,193,1,0,520,624
100,100,1,465,3,2,1,0, 0, 700,0,0,0,0,0,102,24,114,182,2,0,527,581
100,100,1,513,3,2,1,0, 0, 700,0,0,0,0,0,76,27,75,219,1,0,340,830
100,100,5,600,3,2,1,0, 0, 700,0,0,0,0,0,47,22,101,231,0,0,535,778
100,100,1,219,3,2,1,0, 0, 700,0,0,0,0,0,310,25,188,2,1,0,532,3
100,100,5,600,3,2,1,0, 0, 700,0,0,0,0,0,47,21,143,196,0,0,721,582
100,100,5,600,3,2,1,0, 0, 700,0,0,0,0,0,51,23,89,215,0,0,596,728
100,100,1,492,3,2,1,0, 0, 700,0,0,0,0,0,107,23,89,200,1,0,322,767
100,100,1,332,3,2,1,0, 0, 700,0,0,0,0,0,190,33,166,81,1,0,581,256
100,100,1,461,3,2,1,0, 0, 700,0,0,0,0,0,111,24,165,141,1,0,701,385
100,100,5,600,3,2,1,0, 0, 700,0,0,0,0,0,44,18,94,213,0,0,554,712
100,100,1,380,3,2,1,0, 0, 700,0,0,0,0,0,141,35,45,219,1,0,288,703
100,100,1,364,3,2,1,0, 0, 700,0,0,0,0,0,147,18,121,145,1,0,545,391
100,100,5,600,3,2,1,0, 0, 700,0,0,0,0,0,56,28,276,36,0,0,1153,65
100,100,1,504,3,2,1,0, 0, 700,0,0,0,0,0,77,18,123,222,1,0,536,712
100,100,1,360,3,2,1,0, 0, 700,0,0,0,0,0,169,22,184,57,1,0,706,148
100,100,1,433,3,2,1,0, 0, 700,0,0,0,0,0,92,36,98,174,1,1,469,600
100,100,5,600,3,2,1,0, 0, 700,0,0,0,0,0,61,19,99,221,0,0,559,758
100,100,1,389,3,2,1,0, 0, 700,0,0,0,0,0,143,19,173,113,1,0,696,316
100,100,1,345,3,2,1,0, 0, 700,0,0,0,0,0,181,27,118,108,2,0,560,296
100,100,5,600,3,2,1,0, 0, 700,0,0,0,0,0,48,26,9,328,0,0,50,1259
100,100,1,271,3,2,1,0, 0, 700,0,0,0,0,0,230,23,191,17,1,0,605,28
100,100,1,516,3,2,1,0, 0, 700,0,0,0,0,0,94,21,75,214,1,0,368,724
100,100,5,600,3,2,1,0, 0, 700,0,0,0,0,0,73,23,49,297,0,0,327,1035
100,100,1,485,3,2,1,0, 0, 700,0,0,0,0,0,95,25,124,141,1,0,665,427
100,100,1,281,3,2,1,0, 0, 700,0,0,0,0,0,213,26,163,61,1,0,595,185
100,100,1,541,3,2,1,0, 0, 700,0,0,0,0,0,58,25,65,252,1,0,400,853
100,100,1,398,3,2,1,0, 0, 800,0,0,0,0,0,147,25,137,177,1,0,558,389
100,100,5,600,3,2,1,0, 0, 800,0,0,0,0,0,67,14,100,293,0,0,453,834
100,100,1,357,3,2,1,0, 0, 800,0,0,0,0,0,197,26,159,119,2,0,525,305
100,100,1,549,3,2,1,0, 0, 800,0,0,0,0,0,95,19,212,118,1,0,866,331
100,100,1,467,3,2,1,0, 0, 800,0,0,0,0,0,125,27,161,171,1,0,671,432
100,100,1,399,3,2,1,0, 0, 800,0,0,0,0,0,170,24,273,14,1,0,928,17
100,100,1,379,3,2,1,0, 0, 800,0,0,0,0,0,183,22,185,117,2,0,604,390
100,100,5,600,3,2,1,0, 0, 800,0,0,0,0,0,81,23,56,271,0,0,449,778
100,100,1,88,3,2,1,0, 0, 800,0,0,0,0,0,577,27,91,6,1,0,168,13
100,100,1,596,3,2,1,0, 0, 800,0,0,0,0,0,69,24,67,284,1,0,349,955
100,100,5,600,3,2,1,0, 0, 800,0,0,0,0,0,53,21,43,279,0,0,212,1033
100,100,1,595,3,2,1,0, 0, 800,0,0,0,0,0,72,24,35,300,1,0,215,1033
100,100,5,600,3,2,1,0, 0, 800,0,0,0,0,0,75,18,91,236,0,0,414,891
100,100,1,167,3,2,1,0, 0, 800,0,0,0,0,0,417,26,166,22,1,0,384,53
100,100,1,481,3,2,1,0, 0, 800,0,0,0,0,0,135,30,190,125,1,0,621,370
100,100,1,380,3,2,1,0, 0, 800,0,0,0,0,0,156,22,120,216,2,0,504,495
100,100,1,515,3,2,1,0, 0, 800,0,0,0,0,0,91,27,21,340,1,0,152,1022
100,100,1,239,3,2,1,0, 0, 800,0,0,0,0,0,305,23,206,19,1,0,682,30
100,100,1,401,3,2,1,0, 0, 800,0,0,0,0,0,184,23,211,79,1,0,745,233
100,100,1,499,3,2,1,0, 0, 800,0,0,0,0,0,111,21,111,249,1,0,517,621
100,100,1,473,3,2,1,0, 0, 800,0,0,0,0,0,132,23,89,216,1,0,391,701
100,100,1,435,3,2,1,0, 0, 800,0,0,0,0,0,181,20,212,106,1,0,659,337
100,100,5,600,3,2,1,0, 0, 800,0,0,0,0,0,75,20,82,289,0,0,431,782
100,100,5,600,3,2,1,0, 0, 800,0,0,0,0,0,84,27,304,16,0,0,1191,28
100,100,5,600,3,2,1,0, 0, 800,0,0,0,0,0,67,23,115,235,0,0,433,840
100,100,1,397,3,2,1,0, 0, 800,0,0,0,0,0,192,26,112,223,1,0,506,478
100,100,1,405,3,2,1,0, 0, 800,0,0,0,0,0,151,37,107,180,1,0,420,424
100,100,1,275,3,2,1,0, 0, 800,0,0,0,0,0,274,37,217,33,1,0,660,69
100,100,1,130,3,2,1,0, 0, 800,0,0,0,0,0,494,26,128,11,1,0,304,19
100,100,1,252,3,2,1,0, 0, 800,0,0,0,0,0,312,23,203,25,1,0,543,57
100,100,1,404,3,2,1,0, 0, 800,0,0,0,0,0,170,30,75,218,1,0,302,606
100,100,1,387,3,2,1,0, 0, 800,0,0,0,0,0,173,21,262,59,1,0,861,170
100,100,5,600,3,2,1,0, 0, 800,0,0,0,0,0,53,28,111,205,0,0,652,585
100,100,1,330,3,2,1,0, 0, 800,0,0,0,0,0,206,27,215,76,1,0,649,158
100,100,1,474,3,2,1,0, 0, 800,0,0,0,0,0,144,21,100,227,1,0,478,604
100,100,1,108,3,2,1,0, 0, 800,0,0,0,0,0,486,20,132,6,1,0,307,11
100,100,1,390,3,2,1,0, 0, 800,0,0,0,0,0,182,33,132,201,1,0,504,465
100,100,1,472,3,2,1,0, 0, 800,0,0,0,0,0,132,27,64,268,1,0,304,760
100,100,1,448,3,2,1,0, 0, 800,0,0,0,0,0,137,26,86,254,1,0,438,705
100,100,1,231,3,2,1,0, 0, 800,0,0,0,0,0,323,29,203,24,1,0,579,35
100,100,1,395,3,2,1,0, 0, 800,0,0,0,0,0,174,25,132,182,1,0,483,474
100,100,1,428,3,2,1,0, 0, 800,0,0,0,0,0,168,20,111,168,1,0,527,374
100,100,1,147,3,2,1,0, 0, 800,0,0,0,0,0,446,37,164,15,1,0,389,18
100,100,1,404,3,2,1,0, 0, 800,0,0,0,0,0,155,28,220,75,1,0,803,161
100,100,1,201,3,2,1,0, 0, 800,0,0,0,0,0,377,27,163,16,1,0,469,24
100,100,1,345,3,2,1,0, 0, 800,0,0,0,0,0,232,23,176,116,1,0,560,284
100,100,1,375,3,2,1,0, 0, 800,0,0,0,0,0,185,30,219,81,1,0,753,195
100,100,1,355,3,2,1,0, 0, 800,0,0,0,0,0,204,26,237,73,1,0,765,173
100,100,1,515,3,2,1,0, 0, 800,0,0,0,0,0,107,28,57,266,1,0,318,753
100,100,1,508,3,2,1,0, 0, 800,0,0,0,0,0,111,20,168,165,1,0,708,448
100,100,1,424,3,2,1,0, 0, 900,0,0,0,0,0,160,23,240,135,1,0,747,290
100,100,1,384,3,2,1,0, 0, 900,0,0,0,0,0,233,20,257,60,1,0,787,147
100,100,1,190,3,2,1,0, 0, 900,0,0,0,0,0,453,28,216,0,1,0,536,1
100,100,1,272,3,2,1,0, 0, 900,0,0,0,0,0,310,29,201,82,1,0,529,140
100,100,1,194,3,2,1,0, 0, 900,0,0,0,0,0,437,26,186,23,1,0,450,38
100,100,1,307,3,2,1,0, 0, 900,0,0,0,0,0,263,22,229,95,1,0,658,169
100,100,1,332,3,2,1,0, 0, 900,0,0,0,0,0,277,30,177,127,1,0,529,262
100,100,1,234,3,2,1,0, 0, 900,0,0,0,0,0,378,24,168,81,1,0,473,153
100,100,1,308,3,2,1,0, 0, 900,0,0,0,0,0,262,30,243,64,1,0,630,114
100,100,1,537,3,2,1,0, 0, 900,0,0,0,0,0,107,16,45,377,1,0,222,996
100,100,1,582,3,2,1,0, 0, 900,0,0,0,0,0,84,21,87,324,1,0,496,870
100,100,1,394,3,2,1,0, 0, 900,0,0,0,0,0,203,28,187,174,1,0,610,428
100,100,1,469,3,2,1,0, 0, 900,0,0,0,0,0,126,20,38,354,1,0,235,962
100,100,1,466,3,2,1,0, 0, 900,0,0,0,0,0,149,27,167,191,1,0,557,550
100,100,1,496,3,2,1,0, 0, 900,0,0,0,0,0,172,29,108,281,1,0,524,595
